Area Code (FAO),Nation,Item,Year,yf_agrc_fibers_tonne_ha,Unit,Element
95,Honduras,"Tobacco, unmanufactured",2006,14807,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",2007,14773,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",2008,14664,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",2009,15046,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",2010,15550,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",2011,15895,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",2012,16241,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",2013,16591,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",2014,16771,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",2015,16888,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",2016,16972,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",2017,17198,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",2018,17428,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",2019,17656,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",1961,11053,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",1962,11012,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",1963,11159,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",1964,11651,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",1965,11534,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",1966,10604,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",1967,10604,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",1968,11342,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",1969,11518,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",1970,11790,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",1971,11340,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",1972,11340,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",1973,11300,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",1974,12837,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",1975,13081,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",1976,13541,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",1977,11178,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",1978,12739,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",1979,15589,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",1980,13397,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",1981,15189,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",1982,16588,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",1983,14822,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",1984,21671,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",1985,12678,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",1986,19906,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",1987,19906,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",1988,19906,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",1989,19906,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",1990,19906,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",1991,19906,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",1992,19906,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",1993,19915,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",1994,18884,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",1995,17544,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",1996,16216,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",1997,15319,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",1998,15319,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",1999,15319,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",2000,15683,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",2001,15763,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",2002,15847,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",2003,16097,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",2004,16285,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",2005,16482,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",2006,16605,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",2007,16667,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",2008,17686,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",2009,18340,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",2010,18978,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",2011,19597,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",2012,20513,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",2013,20625,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",2014,20806,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",2015,21419,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",2016,21950,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",2017,22460,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",2018,22928,hg/ha,Yield
109,Jamaica,"Tobacco, unmanufactured",2019,23432,hg/ha,Yield
138,Mexico,Seed cotton,1961,15001,hg/ha,Yield
138,Mexico,Seed cotton,1962,16340,hg/ha,Yield
138,Mexico,Seed cotton,1963,16750,hg/ha,Yield
138,Mexico,Seed cotton,1964,18524,hg/ha,Yield
138,Mexico,Seed cotton,1965,19242,hg/ha,Yield
138,Mexico,Seed cotton,1966,19845,hg/ha,Yield
138,Mexico,Seed cotton,1967,19788,hg/ha,Yield
138,Mexico,Seed cotton,1968,22117,hg/ha,Yield
138,Mexico,Seed cotton,1969,20381,hg/ha,Yield
138,Mexico,Seed cotton,1970,21645,hg/ha,Yield
138,Mexico,Seed cotton,1971,22455,hg/ha,Yield
138,Mexico,Seed cotton,1972,20824,hg/ha,Yield
138,Mexico,Seed cotton,1973,23287,hg/ha,Yield
138,Mexico,Seed cotton,1974,23170,hg/ha,Yield
138,Mexico,Seed cotton,1975,23997,hg/ha,Yield
138,Mexico,Seed cotton,1976,24806,hg/ha,Yield
138,Mexico,Seed cotton,1977,28523,hg/ha,Yield
138,Mexico,Seed cotton,1978,29932,hg/ha,Yield
138,Mexico,Seed cotton,1979,27652,hg/ha,Yield
138,Mexico,Seed cotton,1980,30535,hg/ha,Yield
138,Mexico,Seed cotton,1981,27853,hg/ha,Yield
138,Mexico,Seed cotton,1982,31360,hg/ha,Yield
138,Mexico,Seed cotton,1983,30490,hg/ha,Yield
138,Mexico,Seed cotton,1984,28630,hg/ha,Yield
138,Mexico,Seed cotton,1985,30702,hg/ha,Yield
138,Mexico,Seed cotton,1986,24926,hg/ha,Yield
138,Mexico,Seed cotton,1987,33545,hg/ha,Yield
138,Mexico,Seed cotton,1988,27073,hg/ha,Yield
138,Mexico,Seed cotton,1989,26259,hg/ha,Yield
138,Mexico,Seed cotton,1990,25178,hg/ha,Yield
138,Mexico,Seed cotton,1991,22466,hg/ha,Yield
138,Mexico,Seed cotton,1992,19831,hg/ha,Yield
138,Mexico,Seed cotton,1993,19123,hg/ha,Yield
138,Mexico,Seed cotton,1994,20139,hg/ha,Yield
138,Mexico,Seed cotton,1995,22767,hg/ha,Yield
138,Mexico,Seed cotton,1996,24928,hg/ha,Yield
138,Mexico,Seed cotton,1997,30530,hg/ha,Yield
138,Mexico,Seed cotton,1998,28759,hg/ha,Yield
138,Mexico,Seed cotton,1999,29705,hg/ha,Yield
138,Mexico,Seed cotton,2000,28983,hg/ha,Yield
138,Mexico,Seed cotton,2001,31268,hg/ha,Yield
138,Mexico,Seed cotton,2002,31132,hg/ha,Yield
138,Mexico,Seed cotton,2003,34573,hg/ha,Yield
138,Mexico,Seed cotton,2004,35322,hg/ha,Yield
138,Mexico,Seed cotton,2005,31266,hg/ha,Yield
138,Mexico,Seed cotton,2006,38424,hg/ha,Yield
138,Mexico,Seed cotton,2007,34848,hg/ha,Yield
138,Mexico,Seed cotton,2008,36636,hg/ha,Yield
138,Mexico,Seed cotton,2009,38658,hg/ha,Yield
138,Mexico,Seed cotton,2010,39003,hg/ha,Yield
138,Mexico,Seed cotton,2011,38569,hg/ha,Yield
138,Mexico,Seed cotton,2012,43141,hg/ha,Yield
138,Mexico,Seed cotton,2013,47347,hg/ha,Yield
138,Mexico,Seed cotton,2014,46936,hg/ha,Yield
138,Mexico,Seed cotton,2015,44542,hg/ha,Yield
138,Mexico,Seed cotton,2016,46747,hg/ha,Yield
138,Mexico,Seed cotton,2017,47618,hg/ha,Yield
138,Mexico,Seed cotton,2018,48325,hg/ha,Yield
138,Mexico,Seed cotton,2019,44246,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",1961,12756,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",1962,12978,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",1963,13099,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",1964,13099,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",1965,14406,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",1966,14270,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",1967,14097,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",1968,13636,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",1969,16707,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",1970,15915,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",1971,15444,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",1972,16024,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",1973,15617,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",1974,17013,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",1975,16945,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",1976,16818,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",1977,13607,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",1978,15681,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",1979,15505,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",1980,22312,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",1981,15948,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",1982,16567,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",1983,14307,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",1984,13475,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",1985,14562,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",1986,14963,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",1987,15342,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",1988,16338,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",1989,17232,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",1990,15625,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",1991,17322,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",1992,14636,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",1993,17859,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",1994,20952,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",1995,16477,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",1996,18461,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",1997,14931,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",1998,15249,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",1999,19462,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",2000,19919,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",2001,19957,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",2002,17624,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",2003,18364,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",2004,18908,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",2005,18790,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",2006,19817,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",2007,18869,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",2008,19331,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",2009,18140,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",2010,17440,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",2011,21322,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",2012,21880,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",2013,20486,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",2014,20677,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",2015,19486,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",2016,22534,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",2017,22875,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",2018,23170,hg/ha,Yield
138,Mexico,"Tobacco, unmanufactured",2019,24867,hg/ha,Yield
157,Nicaragua,Seed cotton,1961,17504,hg/ha,Yield
157,Nicaragua,Seed cotton,1962,22432,hg/ha,Yield
157,Nicaragua,Seed cotton,1963,23321,hg/ha,Yield
157,Nicaragua,Seed cotton,1964,24291,hg/ha,Yield
157,Nicaragua,Seed cotton,1965,27358,hg/ha,Yield
157,Nicaragua,Seed cotton,1966,22481,hg/ha,Yield
157,Nicaragua,Seed cotton,1967,22136,hg/ha,Yield
157,Nicaragua,Seed cotton,1968,20247,hg/ha,Yield
157,Nicaragua,Seed cotton,1969,20521,hg/ha,Yield
157,Nicaragua,Seed cotton,1970,18274,hg/ha,Yield
157,Nicaragua,Seed cotton,1971,24650,hg/ha,Yield
157,Nicaragua,Seed cotton,1972,26834,hg/ha,Yield
157,Nicaragua,Seed cotton,1973,21024,hg/ha,Yield
157,Nicaragua,Seed cotton,1974,23988,hg/ha,Yield
157,Nicaragua,Seed cotton,1975,20661,hg/ha,Yield
157,Nicaragua,Seed cotton,1976,23391,hg/ha,Yield
157,Nicaragua,Seed cotton,1977,18948,hg/ha,Yield
157,Nicaragua,Seed cotton,1978,19824,hg/ha,Yield
157,Nicaragua,Seed cotton,1979,21585,hg/ha,Yield
157,Nicaragua,Seed cotton,1980,13803,hg/ha,Yield
157,Nicaragua,Seed cotton,1981,23809,hg/ha,Yield
157,Nicaragua,Seed cotton,1982,20206,hg/ha,Yield
157,Nicaragua,Seed cotton,1983,25798,hg/ha,Yield
157,Nicaragua,Seed cotton,1984,22318,hg/ha,Yield
157,Nicaragua,Seed cotton,1985,18433,hg/ha,Yield
157,Nicaragua,Seed cotton,1986,17782,hg/ha,Yield
157,Nicaragua,Seed cotton,1987,25488,hg/ha,Yield
157,Nicaragua,Seed cotton,1988,17028,hg/ha,Yield
157,Nicaragua,Seed cotton,1989,17813,hg/ha,Yield
157,Nicaragua,Seed cotton,1990,18980,hg/ha,Yield
157,Nicaragua,Seed cotton,1991,18406,hg/ha,Yield
157,Nicaragua,Seed cotton,1992,18768,hg/ha,Yield
157,Nicaragua,Seed cotton,1993,16088,hg/ha,Yield
157,Nicaragua,Seed cotton,1994,20116,hg/ha,Yield
157,Nicaragua,Seed cotton,1995,18868,hg/ha,Yield
157,Nicaragua,Seed cotton,1996,19363,hg/ha,Yield
157,Nicaragua,Seed cotton,1997,19359,hg/ha,Yield
157,Nicaragua,Seed cotton,1998,19913,hg/ha,Yield
157,Nicaragua,Seed cotton,1999,15909,hg/ha,Yield
157,Nicaragua,Seed cotton,2000,17097,hg/ha,Yield
157,Nicaragua,Seed cotton,2001,19417,hg/ha,Yield
157,Nicaragua,Seed cotton,2002,19000,hg/ha,Yield
157,Nicaragua,Seed cotton,2003,19355,hg/ha,Yield
157,Nicaragua,Seed cotton,2004,19375,hg/ha,Yield
157,Nicaragua,Seed cotton,2005,19394,hg/ha,Yield
157,Nicaragua,Seed cotton,2006,19412,hg/ha,Yield
157,Nicaragua,Seed cotton,2007,19429,hg/ha,Yield
157,Nicaragua,Seed cotton,2008,19429,hg/ha,Yield
157,Nicaragua,Seed cotton,2009,18508,hg/ha,Yield
157,Nicaragua,Seed cotton,2010,15842,hg/ha,Yield
157,Nicaragua,Seed cotton,2011,16936,hg/ha,Yield
157,Nicaragua,Seed cotton,2012,18182,hg/ha,Yield
157,Nicaragua,Seed cotton,2013,19091,hg/ha,Yield
157,Nicaragua,Seed cotton,2014,20455,hg/ha,Yield
157,Nicaragua,Seed cotton,2015,21780,hg/ha,Yield
157,Nicaragua,Seed cotton,2016,24500,hg/ha,Yield
157,Nicaragua,Seed cotton,2017,24750,hg/ha,Yield
157,Nicaragua,Seed cotton,2018,24450,hg/ha,Yield
157,Nicaragua,Seed cotton,2019,23535,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",1961,14000,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",1962,12000,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",1963,14000,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",1964,13333,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",1965,12857,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",1966,12500,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",1967,14000,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",1968,15000,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",1969,17273,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",1970,17878,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",1971,18660,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",1972,17379,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",1973,17935,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",1974,19167,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",1975,18429,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",1976,16681,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",1977,17151,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",1978,16878,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",1979,17018,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",1980,17088,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",1981,16965,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",1982,17969,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",1983,16585,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",1984,18706,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",1985,15379,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",1986,15798,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",1987,14949,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",1988,14490,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",1989,14741,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",1990,14940,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",1991,14381,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",1992,18889,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",1993,18910,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",1994,14522,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",1995,13691,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",1996,13929,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",1997,12299,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",1998,13945,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",1999,14347,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",2000,15835,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",2001,13834,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",2002,15057,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",2003,14585,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",2004,14596,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",2005,16329,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",2006,16296,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",2007,15643,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",2008,16025,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",2009,16035,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",2010,16228,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",2011,16270,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",2012,13038,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",2013,12880,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",2014,15456,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",2015,18024,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",2016,16139,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",2017,15675,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",2018,16915,hg/ha,Yield
157,Nicaragua,"Tobacco, unmanufactured",2019,16513,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",1961,7228,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",1962,8743,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",1963,9320,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",1964,8687,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",1965,7709,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",1966,10011,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",1967,11686,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",1968,13317,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",1969,11698,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",1970,9658,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",1971,13375,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",1972,10766,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",1973,10369,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",1974,11768,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",1975,13259,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",1976,13705,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",1977,15326,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",1978,13918,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",1979,16287,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",1980,17878,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",1981,15638,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",1982,14740,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",1983,16484,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",1984,17434,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",1985,18635,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",1986,16133,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",1987,14963,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",1988,16297,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",1989,16097,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",1990,18116,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",1991,18647,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",1992,17229,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",1993,20682,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",1994,20000,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",1995,10676,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",1996,20000,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",1997,20000,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",1998,20000,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",1999,15996,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",2000,16364,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",2001,18362,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",2002,18220,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",2003,18333,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",2004,18400,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",2005,18462,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",2006,18571,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",2007,18667,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",2008,18395,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",2009,18385,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",2010,18427,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",2011,18462,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",2012,18483,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",2013,18510,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",2014,18440,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",2015,18434,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",2016,18412,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",2017,18420,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",2018,18432,hg/ha,Yield
166,Panama,"Tobacco, unmanufactured",2019,18450,hg/ha,Yield
169,Paraguay,Seed cotton,1961,7457,hg/ha,Yield
169,Paraguay,Seed cotton,1962,6500,hg/ha,Yield
169,Paraguay,Seed cotton,1963,6302,hg/ha,Yield
169,Paraguay,Seed cotton,1964,7428,hg/ha,Yield
169,Paraguay,Seed cotton,1965,7407,hg/ha,Yield
169,Paraguay,Seed cotton,1966,4602,hg/ha,Yield
169,Paraguay,Seed cotton,1967,6990,hg/ha,Yield
169,Paraguay,Seed cotton,1968,8091,hg/ha,Yield
169,Paraguay,Seed cotton,1969,6750,hg/ha,Yield
169,Paraguay,Seed cotton,1970,8562,hg/ha,Yield
169,Paraguay,Seed cotton,1971,5271,hg/ha,Yield
169,Paraguay,Seed cotton,1972,9248,hg/ha,Yield
169,Paraguay,Seed cotton,1973,10518,hg/ha,Yield
169,Paraguay,Seed cotton,1974,9624,hg/ha,Yield
169,Paraguay,Seed cotton,1975,9961,hg/ha,Yield
169,Paraguay,Seed cotton,1976,9777,hg/ha,Yield
169,Paraguay,Seed cotton,1977,11359,hg/ha,Yield
169,Paraguay,Seed cotton,1978,9960,hg/ha,Yield
169,Paraguay,Seed cotton,1979,7509,hg/ha,Yield
169,Paraguay,Seed cotton,1980,8808,hg/ha,Yield
169,Paraguay,Seed cotton,1981,13996,hg/ha,Yield
169,Paraguay,Seed cotton,1982,10581,hg/ha,Yield
169,Paraguay,Seed cotton,1983,11424,hg/ha,Yield
169,Paraguay,Seed cotton,1984,12823,hg/ha,Yield
169,Paraguay,Seed cotton,1985,12162,hg/ha,Yield
169,Paraguay,Seed cotton,1986,8924,hg/ha,Yield
169,Paraguay,Seed cotton,1987,8732,hg/ha,Yield
169,Paraguay,Seed cotton,1988,13492,hg/ha,Yield
169,Paraguay,Seed cotton,1989,14378,hg/ha,Yield
169,Paraguay,Seed cotton,1990,12631,hg/ha,Yield
