Area Code (FAO),Nation,Item,Year,yf_agrc_vegetables_tonne_ha,Unit,Element
9,Argentina,"Vegetables, fresh nes",1990,119071,hg/ha,Yield
9,Argentina,"Vegetables, fresh nes",1991,118579,hg/ha,Yield
9,Argentina,"Vegetables, fresh nes",1992,118679,hg/ha,Yield
9,Argentina,"Vegetables, fresh nes",1993,114545,hg/ha,Yield
9,Argentina,"Vegetables, fresh nes",1994,119057,hg/ha,Yield
9,Argentina,"Vegetables, fresh nes",1995,121154,hg/ha,Yield
9,Argentina,"Vegetables, fresh nes",1996,119640,hg/ha,Yield
9,Argentina,"Vegetables, fresh nes",1997,119540,hg/ha,Yield
9,Argentina,"Vegetables, fresh nes",1998,119748,hg/ha,Yield
9,Argentina,"Vegetables, fresh nes",1999,120755,hg/ha,Yield
9,Argentina,"Vegetables, fresh nes",2000,120416,hg/ha,Yield
9,Argentina,"Vegetables, fresh nes",2001,120628,hg/ha,Yield
9,Argentina,"Vegetables, fresh nes",2002,120561,hg/ha,Yield
9,Argentina,"Vegetables, fresh nes",2003,120000,hg/ha,Yield
9,Argentina,"Vegetables, fresh nes",2004,120000,hg/ha,Yield
9,Argentina,"Vegetables, fresh nes",2005,122215,hg/ha,Yield
9,Argentina,"Vegetables, fresh nes",2006,120370,hg/ha,Yield
9,Argentina,"Vegetables, fresh nes",2007,120000,hg/ha,Yield
9,Argentina,"Vegetables, fresh nes",2008,121429,hg/ha,Yield
9,Argentina,"Vegetables, fresh nes",2009,120690,hg/ha,Yield
9,Argentina,"Vegetables, fresh nes",2010,129931,hg/ha,Yield
9,Argentina,"Vegetables, fresh nes",2011,134873,hg/ha,Yield
9,Argentina,"Vegetables, fresh nes",2012,160577,hg/ha,Yield
9,Argentina,"Vegetables, fresh nes",2013,143623,hg/ha,Yield
9,Argentina,"Vegetables, fresh nes",2014,141619,hg/ha,Yield
9,Argentina,"Vegetables, fresh nes",2015,144662,hg/ha,Yield
9,Argentina,"Vegetables, fresh nes",2016,147837,hg/ha,Yield
9,Argentina,"Vegetables, fresh nes",2017,149872,hg/ha,Yield
9,Argentina,"Vegetables, fresh nes",2018,151907,hg/ha,Yield
9,Argentina,"Vegetables, fresh nes",2019,153943,hg/ha,Yield
12,Bahamas,Cabbages and other brassicas,2010,269500,hg/ha,Yield
12,Bahamas,Cabbages and other brassicas,2011,267333,hg/ha,Yield
12,Bahamas,Cabbages and other brassicas,2012,269362,hg/ha,Yield
12,Bahamas,Cabbages and other brassicas,2013,268000,hg/ha,Yield
12,Bahamas,Cabbages and other brassicas,2014,269623,hg/ha,Yield
12,Bahamas,Cabbages and other brassicas,2015,267193,hg/ha,Yield
12,Bahamas,Cabbages and other brassicas,2016,269322,hg/ha,Yield
12,Bahamas,Cabbages and other brassicas,2017,269516,hg/ha,Yield
12,Bahamas,Cabbages and other brassicas,2018,269538,hg/ha,Yield
12,Bahamas,Cabbages and other brassicas,2019,269706,hg/ha,Yield
12,Bahamas,Lettuce and chicory,2010,132857,hg/ha,Yield
12,Bahamas,Lettuce and chicory,2011,141429,hg/ha,Yield
12,Bahamas,Lettuce and chicory,2012,132500,hg/ha,Yield
12,Bahamas,Lettuce and chicory,2013,141250,hg/ha,Yield
12,Bahamas,Lettuce and chicory,2014,134444,hg/ha,Yield
12,Bahamas,Lettuce and chicory,2015,143333,hg/ha,Yield
12,Bahamas,Lettuce and chicory,2016,133000,hg/ha,Yield
12,Bahamas,Lettuce and chicory,2017,140000,hg/ha,Yield
12,Bahamas,Lettuce and chicory,2018,132727,hg/ha,Yield
12,Bahamas,Lettuce and chicory,2019,139091,hg/ha,Yield
12,Bahamas,"Onions, dry",1961,71429,hg/ha,Yield
12,Bahamas,"Onions, dry",1962,66667,hg/ha,Yield
12,Bahamas,"Onions, dry",1963,70000,hg/ha,Yield
12,Bahamas,"Onions, dry",1964,72727,hg/ha,Yield
12,Bahamas,"Onions, dry",1965,75000,hg/ha,Yield
12,Bahamas,"Onions, dry",1966,74074,hg/ha,Yield
12,Bahamas,"Onions, dry",1967,77941,hg/ha,Yield
12,Bahamas,"Onions, dry",1968,79710,hg/ha,Yield
12,Bahamas,"Onions, dry",1969,80986,hg/ha,Yield
12,Bahamas,"Onions, dry",1970,82069,hg/ha,Yield
12,Bahamas,"Onions, dry",1971,84932,hg/ha,Yield
12,Bahamas,"Onions, dry",1972,85811,hg/ha,Yield
12,Bahamas,"Onions, dry",1973,87333,hg/ha,Yield
12,Bahamas,"Onions, dry",1974,89333,hg/ha,Yield
12,Bahamas,"Onions, dry",1975,90196,hg/ha,Yield
12,Bahamas,"Onions, dry",1976,90625,hg/ha,Yield
12,Bahamas,"Onions, dry",1977,88235,hg/ha,Yield
12,Bahamas,"Onions, dry",1978,89357,hg/ha,Yield
12,Bahamas,"Onions, dry",1979,90588,hg/ha,Yield
12,Bahamas,"Onions, dry",1980,90116,hg/ha,Yield
12,Bahamas,"Onions, dry",1981,89595,hg/ha,Yield
12,Bahamas,"Onions, dry",1982,91429,hg/ha,Yield
12,Bahamas,"Onions, dry",1983,92697,hg/ha,Yield
12,Bahamas,"Onions, dry",1984,93407,hg/ha,Yield
12,Bahamas,"Onions, dry",1985,93407,hg/ha,Yield
12,Bahamas,"Onions, dry",1986,94595,hg/ha,Yield
12,Bahamas,"Onions, dry",1987,94595,hg/ha,Yield
12,Bahamas,"Onions, dry",1988,95745,hg/ha,Yield
12,Bahamas,"Onions, dry",1989,95745,hg/ha,Yield
12,Bahamas,"Onions, dry",1990,94444,hg/ha,Yield
12,Bahamas,"Onions, dry",1991,93750,hg/ha,Yield
12,Bahamas,"Onions, dry",1992,92857,hg/ha,Yield
12,Bahamas,"Onions, dry",1993,80000,hg/ha,Yield
12,Bahamas,"Onions, dry",1994,64476,hg/ha,Yield
12,Bahamas,"Onions, dry",1995,64762,hg/ha,Yield
12,Bahamas,"Onions, dry",1996,64476,hg/ha,Yield
12,Bahamas,"Onions, dry",1997,50167,hg/ha,Yield
12,Bahamas,"Onions, dry",1998,63846,hg/ha,Yield
12,Bahamas,"Onions, dry",1999,78381,hg/ha,Yield
12,Bahamas,"Onions, dry",2000,99286,hg/ha,Yield
12,Bahamas,"Onions, dry",2001,101286,hg/ha,Yield
12,Bahamas,"Onions, dry",2002,101449,hg/ha,Yield
12,Bahamas,"Onions, dry",2003,98000,hg/ha,Yield
12,Bahamas,"Onions, dry",2004,96944,hg/ha,Yield
12,Bahamas,"Onions, dry",2005,95946,hg/ha,Yield
12,Bahamas,"Onions, dry",2006,96000,hg/ha,Yield
12,Bahamas,"Onions, dry",2007,92500,hg/ha,Yield
12,Bahamas,"Onions, dry",2008,90000,hg/ha,Yield
12,Bahamas,"Onions, dry",2009,91379,hg/ha,Yield
12,Bahamas,"Onions, dry",2010,91209,hg/ha,Yield
12,Bahamas,"Onions, dry",2011,92391,hg/ha,Yield
12,Bahamas,"Onions, dry",2012,93548,hg/ha,Yield
12,Bahamas,"Onions, dry",2013,94681,hg/ha,Yield
12,Bahamas,"Onions, dry",2014,94632,hg/ha,Yield
12,Bahamas,"Onions, dry",2015,56667,hg/ha,Yield
12,Bahamas,"Onions, dry",2016,35857,hg/ha,Yield
12,Bahamas,"Onions, dry",2017,23209,hg/ha,Yield
12,Bahamas,"Onions, dry",2018,21020,hg/ha,Yield
12,Bahamas,"Onions, dry",2019,20992,hg/ha,Yield
12,Bahamas,"Onions, shallots, green",2010,77973,hg/ha,Yield
12,Bahamas,"Onions, shallots, green",2011,78533,hg/ha,Yield
12,Bahamas,"Onions, shallots, green",2012,78052,hg/ha,Yield
12,Bahamas,"Onions, shallots, green",2013,78590,hg/ha,Yield
12,Bahamas,"Onions, shallots, green",2014,78125,hg/ha,Yield
12,Bahamas,"Onions, shallots, green",2015,78642,hg/ha,Yield
12,Bahamas,"Onions, shallots, green",2016,78193,hg/ha,Yield
12,Bahamas,"Onions, shallots, green",2017,78690,hg/ha,Yield
12,Bahamas,"Onions, shallots, green",2018,79176,hg/ha,Yield
12,Bahamas,"Onions, shallots, green",2019,78736,hg/ha,Yield
12,Bahamas,Tomatoes,1961,116667,hg/ha,Yield
12,Bahamas,Tomatoes,1962,115385,hg/ha,Yield
12,Bahamas,Tomatoes,1963,121951,hg/ha,Yield
12,Bahamas,Tomatoes,1964,123810,hg/ha,Yield
12,Bahamas,Tomatoes,1965,125581,hg/ha,Yield
12,Bahamas,Tomatoes,1966,127273,hg/ha,Yield
12,Bahamas,Tomatoes,1967,128889,hg/ha,Yield
12,Bahamas,Tomatoes,1968,128421,hg/ha,Yield
12,Bahamas,Tomatoes,1969,128571,hg/ha,Yield
12,Bahamas,Tomatoes,1970,130000,hg/ha,Yield
12,Bahamas,Tomatoes,1971,130189,hg/ha,Yield
12,Bahamas,Tomatoes,1972,130556,hg/ha,Yield
12,Bahamas,Tomatoes,1973,130909,hg/ha,Yield
12,Bahamas,Tomatoes,1974,130973,hg/ha,Yield
12,Bahamas,Tomatoes,1975,132174,hg/ha,Yield
12,Bahamas,Tomatoes,1976,133898,hg/ha,Yield
12,Bahamas,Tomatoes,1977,138333,hg/ha,Yield
12,Bahamas,Tomatoes,1978,139352,hg/ha,Yield
12,Bahamas,Tomatoes,1979,138512,hg/ha,Yield
12,Bahamas,Tomatoes,1980,137541,hg/ha,Yield
12,Bahamas,Tomatoes,1981,140323,hg/ha,Yield
12,Bahamas,Tomatoes,1982,136667,hg/ha,Yield
12,Bahamas,Tomatoes,1983,136066,hg/ha,Yield
12,Bahamas,Tomatoes,1984,136066,hg/ha,Yield
12,Bahamas,Tomatoes,1985,136066,hg/ha,Yield
12,Bahamas,Tomatoes,1986,136066,hg/ha,Yield
12,Bahamas,Tomatoes,1987,135772,hg/ha,Yield
12,Bahamas,Tomatoes,1988,133333,hg/ha,Yield
12,Bahamas,Tomatoes,1989,132787,hg/ha,Yield
12,Bahamas,Tomatoes,1990,136364,hg/ha,Yield
12,Bahamas,Tomatoes,1991,140000,hg/ha,Yield
12,Bahamas,Tomatoes,1992,133333,hg/ha,Yield
12,Bahamas,Tomatoes,1993,136364,hg/ha,Yield
12,Bahamas,Tomatoes,1994,146199,hg/ha,Yield
12,Bahamas,Tomatoes,1995,151111,hg/ha,Yield
12,Bahamas,Tomatoes,1996,146199,hg/ha,Yield
12,Bahamas,Tomatoes,1997,145455,hg/ha,Yield
12,Bahamas,Tomatoes,1998,168451,hg/ha,Yield
12,Bahamas,Tomatoes,1999,177647,hg/ha,Yield
12,Bahamas,Tomatoes,2000,90108,hg/ha,Yield
12,Bahamas,Tomatoes,2001,91909,hg/ha,Yield
12,Bahamas,Tomatoes,2002,94595,hg/ha,Yield
12,Bahamas,Tomatoes,2003,98750,hg/ha,Yield
12,Bahamas,Tomatoes,2004,97561,hg/ha,Yield
12,Bahamas,Tomatoes,2005,100000,hg/ha,Yield
12,Bahamas,Tomatoes,2006,97778,hg/ha,Yield
12,Bahamas,Tomatoes,2007,160600,hg/ha,Yield
12,Bahamas,Tomatoes,2008,271333,hg/ha,Yield
12,Bahamas,Tomatoes,2009,383000,hg/ha,Yield
12,Bahamas,Tomatoes,2010,449558,hg/ha,Yield
12,Bahamas,Tomatoes,2011,449516,hg/ha,Yield
12,Bahamas,Tomatoes,2012,447769,hg/ha,Yield
12,Bahamas,Tomatoes,2013,440522,hg/ha,Yield
12,Bahamas,Tomatoes,2014,430764,hg/ha,Yield
12,Bahamas,Tomatoes,2015,490526,hg/ha,Yield
12,Bahamas,Tomatoes,2016,513037,hg/ha,Yield
12,Bahamas,Tomatoes,2017,532222,hg/ha,Yield
12,Bahamas,Tomatoes,2018,549925,hg/ha,Yield
12,Bahamas,Tomatoes,2019,571478,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",1961,114167,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",1962,115000,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",1963,115833,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",1964,112000,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",1965,112800,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",1966,113600,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",1967,114400,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",1968,114286,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",1969,115079,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",1970,114063,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",1971,113077,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",1972,118400,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",1973,115385,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",1974,116154,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",1975,108571,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",1976,124138,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",1977,120690,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",1978,114483,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",1979,119286,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",1980,120714,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",1981,130137,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",1982,122857,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",1983,124286,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",1984,125000,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",1985,87500,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",1986,80000,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",1987,88000,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",1988,87500,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",1989,87500,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",1990,87500,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",1991,87500,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",1992,87500,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",1993,88500,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",1994,88500,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",1995,87500,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",1996,87500,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",1997,87500,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",1998,87500,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",1999,80000,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",2000,80000,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",2001,82500,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",2002,83333,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",2003,86364,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",2004,86957,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",2005,86957,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",2006,86957,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",2007,87234,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",2008,87234,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",2009,83414,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",2010,80429,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",2011,77975,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",2012,66667,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",2013,73704,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",2014,73233,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",2015,73287,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",2016,71556,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",2017,70472,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",2018,69372,hg/ha,Yield
12,Bahamas,"Vegetables, fresh nes",2019,68264,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,1961,52000,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,1962,52885,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,1963,53704,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,1964,54464,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,1965,55172,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,1966,55833,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,1967,70000,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,1968,66364,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,1969,68000,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,1970,84167,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,1971,83265,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,1972,83425,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,1973,83623,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,1974,84086,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,1975,84471,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,1976,84521,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,1977,83761,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,1978,84124,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,1979,78472,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,1980,44948,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,1981,44840,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,1982,46657,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,1983,44947,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,1984,118022,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,1985,118000,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,1986,118000,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,1987,118060,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,1988,106875,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,1989,91778,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,1990,82500,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,1991,90182,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,1992,87400,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,1993,93375,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,1994,77879,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,1995,73559,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,1996,72486,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,1997,80000,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,1998,91667,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,1999,181818,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,2000,210526,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,2001,200000,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,2002,227727,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,2003,220690,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,2004,308571,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,2005,202500,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,2006,214000,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,2007,230909,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,2008,219000,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,2009,195385,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,2010,200000,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,2011,218333,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,2012,200769,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,2013,202222,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,2014,215333,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,2015,212353,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,2016,212857,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,2017,214091,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,2018,210625,hg/ha,Yield
14,Barbados,Cabbages and other brassicas,2019,208500,hg/ha,Yield
14,Barbados,"Chillies and peppers, green",1990,56818,hg/ha,Yield
14,Barbados,"Chillies and peppers, green",1991,56818,hg/ha,Yield
14,Barbados,"Chillies and peppers, green",1992,57727,hg/ha,Yield
14,Barbados,"Chillies and peppers, green",1993,66727,hg/ha,Yield
14,Barbados,"Chillies and peppers, green",1994,60400,hg/ha,Yield
14,Barbados,"Chillies and peppers, green",1995,71000,hg/ha,Yield
14,Barbados,"Chillies and peppers, green",1996,66667,hg/ha,Yield
14,Barbados,"Chillies and peppers, green",1997,60946,hg/ha,Yield
14,Barbados,"Chillies and peppers, green",1998,75000,hg/ha,Yield
14,Barbados,"Chillies and peppers, green",1999,90000,hg/ha,Yield
14,Barbados,"Chillies and peppers, green",2000,116250,hg/ha,Yield
14,Barbados,"Chillies and peppers, green",2001,143939,hg/ha,Yield
14,Barbados,"Chillies and peppers, green",2002,145789,hg/ha,Yield
14,Barbados,"Chillies and peppers, green",2003,165565,hg/ha,Yield
14,Barbados,"Chillies and peppers, green",2004,207619,hg/ha,Yield
14,Barbados,"Chillies and peppers, green",2005,137800,hg/ha,Yield
14,Barbados,"Chillies and peppers, green",2006,139545,hg/ha,Yield
14,Barbados,"Chillies and peppers, green",2007,136923,hg/ha,Yield
14,Barbados,"Chillies and peppers, green",2008,138000,hg/ha,Yield
14,Barbados,"Chillies and peppers, green",2009,137879,hg/ha,Yield
14,Barbados,"Chillies and peppers, green",2010,140714,hg/ha,Yield
14,Barbados,"Chillies and peppers, green",2011,146667,hg/ha,Yield
14,Barbados,"Chillies and peppers, green",2012,140588,hg/ha,Yield
14,Barbados,"Chillies and peppers, green",2013,140789,hg/ha,Yield
14,Barbados,"Chillies and peppers, green",2014,143824,hg/ha,Yield
14,Barbados,"Chillies and peppers, green",2015,144138,hg/ha,Yield
14,Barbados,"Chillies and peppers, green",2016,145357,hg/ha,Yield
14,Barbados,"Chillies and peppers, green",2017,148000,hg/ha,Yield
14,Barbados,"Chillies and peppers, green",2018,140476,hg/ha,Yield
14,Barbados,"Chillies and peppers, green",2019,145667,hg/ha,Yield
14,Barbados,Lettuce and chicory,1993,97500,hg/ha,Yield
14,Barbados,Lettuce and chicory,1994,101714,hg/ha,Yield
14,Barbados,Lettuce and chicory,1995,112235,hg/ha,Yield
14,Barbados,Lettuce and chicory,1996,113333,hg/ha,Yield
14,Barbados,Lettuce and chicory,1997,103256,hg/ha,Yield
14,Barbados,Lettuce and chicory,1998,138000,hg/ha,Yield
14,Barbados,Lettuce and chicory,1999,166667,hg/ha,Yield
14,Barbados,Lettuce and chicory,2000,183333,hg/ha,Yield
14,Barbados,Lettuce and chicory,2001,187500,hg/ha,Yield
14,Barbados,Lettuce and chicory,2002,173333,hg/ha,Yield
14,Barbados,Lettuce and chicory,2003,174375,hg/ha,Yield
14,Barbados,Lettuce and chicory,2004,211333,hg/ha,Yield
14,Barbados,Lettuce and chicory,2005,158333,hg/ha,Yield
14,Barbados,Lettuce and chicory,2006,175600,hg/ha,Yield
14,Barbados,Lettuce and chicory,2007,167200,hg/ha,Yield
14,Barbados,Lettuce and chicory,2008,160000,hg/ha,Yield
14,Barbados,Lettuce and chicory,2009,163429,hg/ha,Yield
14,Barbados,Lettuce and chicory,2010,169500,hg/ha,Yield
14,Barbados,Lettuce and chicory,2011,172069,hg/ha,Yield
14,Barbados,Lettuce and chicory,2012,171000,hg/ha,Yield
14,Barbados,Lettuce and chicory,2013,163846,hg/ha,Yield
14,Barbados,Lettuce and chicory,2014,173889,hg/ha,Yield
14,Barbados,Lettuce and chicory,2015,170370,hg/ha,Yield
14,Barbados,Lettuce and chicory,2016,172500,hg/ha,Yield
14,Barbados,Lettuce and chicory,2017,167714,hg/ha,Yield
14,Barbados,Lettuce and chicory,2018,170612,hg/ha,Yield
14,Barbados,Lettuce and chicory,2019,168810,hg/ha,Yield
14,Barbados,"Onions, dry",1961,100000,hg/ha,Yield
14,Barbados,"Onions, dry",1962,100000,hg/ha,Yield
14,Barbados,"Onions, dry",1963,100000,hg/ha,Yield
14,Barbados,"Onions, dry",1964,100000,hg/ha,Yield
14,Barbados,"Onions, dry",1965,110000,hg/ha,Yield
14,Barbados,"Onions, dry",1966,110000,hg/ha,Yield
14,Barbados,"Onions, dry",1967,120000,hg/ha,Yield
14,Barbados,"Onions, dry",1968,125000,hg/ha,Yield
14,Barbados,"Onions, dry",1969,150833,hg/ha,Yield
14,Barbados,"Onions, dry",1970,100556,hg/ha,Yield
14,Barbados,"Onions, dry",1971,100778,hg/ha,Yield
14,Barbados,"Onions, dry",1972,100354,hg/ha,Yield
14,Barbados,"Onions, dry",1973,100741,hg/ha,Yield
14,Barbados,"Onions, dry",1974,100366,hg/ha,Yield
14,Barbados,"Onions, dry",1975,100864,hg/ha,Yield
14,Barbados,"Onions, dry",1976,101642,hg/ha,Yield
14,Barbados,"Onions, dry",1977,100435,hg/ha,Yield
14,Barbados,"Onions, dry",1978,100405,hg/ha,Yield
14,Barbados,"Onions, dry",1979,132927,hg/ha,Yield
14,Barbados,"Onions, dry",1980,107273,hg/ha,Yield
14,Barbados,"Onions, dry",1981,127742,hg/ha,Yield
14,Barbados,"Onions, dry",1982,158667,hg/ha,Yield
14,Barbados,"Onions, dry",1983,186341,hg/ha,Yield
14,Barbados,"Onions, dry",1984,177097,hg/ha,Yield
14,Barbados,"Onions, dry",1985,204211,hg/ha,Yield
14,Barbados,"Onions, dry",1986,195000,hg/ha,Yield
14,Barbados,"Onions, dry",1987,83529,hg/ha,Yield
14,Barbados,"Onions, dry",1988,72667,hg/ha,Yield
14,Barbados,"Onions, dry",1989,76133,hg/ha,Yield
14,Barbados,"Onions, dry",1990,106533,hg/ha,Yield
14,Barbados,"Onions, dry",1991,99452,hg/ha,Yield
