Area Code (FAO),Nation,Item,Year,yf_agrc_cereals_tonne_ha,Unit,Element
169,Paraguay,Sorghum,2017,34800,hg/ha,Yield
169,Paraguay,Sorghum,2018,34800,hg/ha,Yield
169,Paraguay,Sorghum,2019,34771,hg/ha,Yield
169,Paraguay,Wheat,1961,9000,hg/ha,Yield
169,Paraguay,Wheat,1962,7000,hg/ha,Yield
169,Paraguay,Wheat,1963,9072,hg/ha,Yield
169,Paraguay,Wheat,1964,6481,hg/ha,Yield
169,Paraguay,Wheat,1965,10000,hg/ha,Yield
169,Paraguay,Wheat,1966,11000,hg/ha,Yield
169,Paraguay,Wheat,1967,12010,hg/ha,Yield
169,Paraguay,Wheat,1968,10133,hg/ha,Yield
169,Paraguay,Wheat,1969,9141,hg/ha,Yield
169,Paraguay,Wheat,1970,7333,hg/ha,Yield
169,Paraguay,Wheat,1971,10641,hg/ha,Yield
169,Paraguay,Wheat,1972,5466,hg/ha,Yield
169,Paraguay,Wheat,1973,11330,hg/ha,Yield
169,Paraguay,Wheat,1974,11632,hg/ha,Yield
169,Paraguay,Wheat,1975,7092,hg/ha,Yield
169,Paraguay,Wheat,1976,12087,hg/ha,Yield
169,Paraguay,Wheat,1977,9813,hg/ha,Yield
169,Paraguay,Wheat,1978,12000,hg/ha,Yield
169,Paraguay,Wheat,1979,12394,hg/ha,Yield
169,Paraguay,Wheat,1980,17008,hg/ha,Yield
169,Paraguay,Wheat,1981,12377,hg/ha,Yield
169,Paraguay,Wheat,1982,13157,hg/ha,Yield
169,Paraguay,Wheat,1983,12016,hg/ha,Yield
169,Paraguay,Wheat,1984,12004,hg/ha,Yield
169,Paraguay,Wheat,1985,15998,hg/ha,Yield
169,Paraguay,Wheat,1986,15996,hg/ha,Yield
169,Paraguay,Wheat,1987,20971,hg/ha,Yield
169,Paraguay,Wheat,1988,18992,hg/ha,Yield
169,Paraguay,Wheat,1989,14977,hg/ha,Yield
169,Paraguay,Wheat,1990,16571,hg/ha,Yield
169,Paraguay,Wheat,1991,15636,hg/ha,Yield
169,Paraguay,Wheat,1992,16571,hg/ha,Yield
169,Paraguay,Wheat,1993,22131,hg/ha,Yield
169,Paraguay,Wheat,1994,21494,hg/ha,Yield
169,Paraguay,Wheat,1995,12094,hg/ha,Yield
169,Paraguay,Wheat,1996,24544,hg/ha,Yield
169,Paraguay,Wheat,1997,17862,hg/ha,Yield
169,Paraguay,Wheat,1998,11419,hg/ha,Yield
169,Paraguay,Wheat,1999,9584,hg/ha,Yield
169,Paraguay,Wheat,2000,18101,hg/ha,Yield
169,Paraguay,Wheat,2001,18334,hg/ha,Yield
169,Paraguay,Wheat,2002,17263,hg/ha,Yield
169,Paraguay,Wheat,2003,22000,hg/ha,Yield
169,Paraguay,Wheat,2004,22000,hg/ha,Yield
169,Paraguay,Wheat,2005,21918,hg/ha,Yield
169,Paraguay,Wheat,2006,16986,hg/ha,Yield
169,Paraguay,Wheat,2007,25000,hg/ha,Yield
169,Paraguay,Wheat,2008,20986,hg/ha,Yield
169,Paraguay,Wheat,2009,21000,hg/ha,Yield
169,Paraguay,Wheat,2010,25000,hg/ha,Yield
169,Paraguay,Wheat,2011,25049,hg/ha,Yield
169,Paraguay,Wheat,2012,26010,hg/ha,Yield
169,Paraguay,Wheat,2013,26000,hg/ha,Yield
169,Paraguay,Wheat,2014,15000,hg/ha,Yield
169,Paraguay,Wheat,2015,18986,hg/ha,Yield
169,Paraguay,Wheat,2016,22000,hg/ha,Yield
169,Paraguay,Wheat,2017,20000,hg/ha,Yield
169,Paraguay,Wheat,2018,16800,hg/ha,Yield
169,Paraguay,Wheat,2019,28000,hg/ha,Yield
170,Peru,Barley,1961,10929,hg/ha,Yield
170,Peru,Barley,1962,10364,hg/ha,Yield
170,Peru,Barley,1963,10217,hg/ha,Yield
170,Peru,Barley,1964,10195,hg/ha,Yield
170,Peru,Barley,1965,10157,hg/ha,Yield
170,Peru,Barley,1966,8653,hg/ha,Yield
170,Peru,Barley,1967,9315,hg/ha,Yield
170,Peru,Barley,1968,8408,hg/ha,Yield
170,Peru,Barley,1969,9007,hg/ha,Yield
170,Peru,Barley,1970,9121,hg/ha,Yield
170,Peru,Barley,1971,8689,hg/ha,Yield
170,Peru,Barley,1972,9017,hg/ha,Yield
170,Peru,Barley,1973,9011,hg/ha,Yield
170,Peru,Barley,1974,8911,hg/ha,Yield
170,Peru,Barley,1975,9131,hg/ha,Yield
170,Peru,Barley,1976,9196,hg/ha,Yield
170,Peru,Barley,1977,8614,hg/ha,Yield
170,Peru,Barley,1978,8546,hg/ha,Yield
170,Peru,Barley,1979,8614,hg/ha,Yield
170,Peru,Barley,1980,8903,hg/ha,Yield
170,Peru,Barley,1981,9693,hg/ha,Yield
170,Peru,Barley,1982,9601,hg/ha,Yield
170,Peru,Barley,1983,8303,hg/ha,Yield
170,Peru,Barley,1984,9460,hg/ha,Yield
170,Peru,Barley,1985,10600,hg/ha,Yield
170,Peru,Barley,1986,11304,hg/ha,Yield
170,Peru,Barley,1987,9969,hg/ha,Yield
170,Peru,Barley,1988,10395,hg/ha,Yield
170,Peru,Barley,1989,10448,hg/ha,Yield
170,Peru,Barley,1990,9539,hg/ha,Yield
170,Peru,Barley,1991,10324,hg/ha,Yield
170,Peru,Barley,1992,8416,hg/ha,Yield
170,Peru,Barley,1993,11120,hg/ha,Yield
170,Peru,Barley,1994,11536,hg/ha,Yield
170,Peru,Barley,1995,11428,hg/ha,Yield
170,Peru,Barley,1996,11896,hg/ha,Yield
170,Peru,Barley,1997,10641,hg/ha,Yield
170,Peru,Barley,1998,11333,hg/ha,Yield
170,Peru,Barley,1999,11900,hg/ha,Yield
170,Peru,Barley,2000,11928,hg/ha,Yield
170,Peru,Barley,2001,11550,hg/ha,Yield
170,Peru,Barley,2002,12844,hg/ha,Yield
170,Peru,Barley,2003,12822,hg/ha,Yield
170,Peru,Barley,2004,12379,hg/ha,Yield
170,Peru,Barley,2005,12811,hg/ha,Yield
170,Peru,Barley,2006,12783,hg/ha,Yield
170,Peru,Barley,2007,12406,hg/ha,Yield
170,Peru,Barley,2008,12658,hg/ha,Yield
170,Peru,Barley,2009,13606,hg/ha,Yield
170,Peru,Barley,2010,14038,hg/ha,Yield
170,Peru,Barley,2011,13590,hg/ha,Yield
170,Peru,Barley,2012,14188,hg/ha,Yield
170,Peru,Barley,2013,14568,hg/ha,Yield
170,Peru,Barley,2014,15005,hg/ha,Yield
170,Peru,Barley,2015,15577,hg/ha,Yield
170,Peru,Barley,2016,15065,hg/ha,Yield
170,Peru,Barley,2017,15245,hg/ha,Yield
170,Peru,Barley,2018,15541,hg/ha,Yield
170,Peru,Barley,2019,15834,hg/ha,Yield
170,Peru,Sorghum,1961,19808,hg/ha,Yield
170,Peru,Sorghum,1962,20000,hg/ha,Yield
170,Peru,Sorghum,1963,20000,hg/ha,Yield
170,Peru,Sorghum,1964,20000,hg/ha,Yield
170,Peru,Sorghum,1965,18507,hg/ha,Yield
170,Peru,Sorghum,1966,16913,hg/ha,Yield
170,Peru,Sorghum,1967,16373,hg/ha,Yield
170,Peru,Sorghum,1968,28703,hg/ha,Yield
170,Peru,Sorghum,1969,21458,hg/ha,Yield
170,Peru,Sorghum,1970,34031,hg/ha,Yield
170,Peru,Sorghum,1971,30961,hg/ha,Yield
170,Peru,Sorghum,1972,31805,hg/ha,Yield
170,Peru,Sorghum,1973,33701,hg/ha,Yield
170,Peru,Sorghum,1974,36999,hg/ha,Yield
170,Peru,Sorghum,1975,30048,hg/ha,Yield
170,Peru,Sorghum,1976,31319,hg/ha,Yield
170,Peru,Sorghum,1977,32785,hg/ha,Yield
170,Peru,Sorghum,1978,34904,hg/ha,Yield
170,Peru,Sorghum,1979,34525,hg/ha,Yield
170,Peru,Sorghum,1980,29650,hg/ha,Yield
170,Peru,Sorghum,1981,34586,hg/ha,Yield
170,Peru,Sorghum,1982,32494,hg/ha,Yield
170,Peru,Sorghum,1983,28787,hg/ha,Yield
170,Peru,Sorghum,1984,31776,hg/ha,Yield
170,Peru,Sorghum,1985,31651,hg/ha,Yield
170,Peru,Sorghum,1986,36489,hg/ha,Yield
170,Peru,Sorghum,1987,32069,hg/ha,Yield
170,Peru,Sorghum,1988,35249,hg/ha,Yield
170,Peru,Sorghum,1989,35284,hg/ha,Yield
170,Peru,Sorghum,1990,27036,hg/ha,Yield
170,Peru,Sorghum,1991,30554,hg/ha,Yield
170,Peru,Sorghum,1992,25526,hg/ha,Yield
170,Peru,Sorghum,1993,45815,hg/ha,Yield
170,Peru,Sorghum,1994,42052,hg/ha,Yield
170,Peru,Sorghum,1995,42594,hg/ha,Yield
170,Peru,Sorghum,1996,51836,hg/ha,Yield
170,Peru,Sorghum,1997,53080,hg/ha,Yield
170,Peru,Sorghum,1998,35932,hg/ha,Yield
170,Peru,Sorghum,1999,34219,hg/ha,Yield
170,Peru,Sorghum,2000,25760,hg/ha,Yield
170,Peru,Sorghum,2001,25333,hg/ha,Yield
170,Peru,Sorghum,2002,20000,hg/ha,Yield
170,Peru,Sorghum,2003,24648,hg/ha,Yield
170,Peru,Sorghum,2004,28286,hg/ha,Yield
170,Peru,Sorghum,2005,24839,hg/ha,Yield
170,Peru,Sorghum,2006,53289,hg/ha,Yield
170,Peru,Sorghum,2007,24091,hg/ha,Yield
170,Peru,Sorghum,2008,32895,hg/ha,Yield
170,Peru,Sorghum,2009,38250,hg/ha,Yield
170,Peru,Sorghum,2010,29412,hg/ha,Yield
170,Peru,Sorghum,2011,33571,hg/ha,Yield
170,Peru,Sorghum,2012,35714,hg/ha,Yield
170,Peru,Sorghum,2013,38205,hg/ha,Yield
170,Peru,Sorghum,2014,44000,hg/ha,Yield
170,Peru,Sorghum,2015,40256,hg/ha,Yield
170,Peru,Sorghum,2016,38182,hg/ha,Yield
170,Peru,Sorghum,2017,37273,hg/ha,Yield
170,Peru,Sorghum,2018,38704,hg/ha,Yield
170,Peru,Sorghum,2019,36800,hg/ha,Yield
170,Peru,Wheat,1961,10012,hg/ha,Yield
170,Peru,Wheat,1962,9926,hg/ha,Yield
170,Peru,Wheat,1963,10157,hg/ha,Yield
170,Peru,Wheat,1964,9588,hg/ha,Yield
170,Peru,Wheat,1965,9580,hg/ha,Yield
170,Peru,Wheat,1966,9253,hg/ha,Yield
170,Peru,Wheat,1967,9520,hg/ha,Yield
170,Peru,Wheat,1968,8300,hg/ha,Yield
170,Peru,Wheat,1969,9327,hg/ha,Yield
170,Peru,Wheat,1970,9203,hg/ha,Yield
170,Peru,Wheat,1971,8823,hg/ha,Yield
170,Peru,Wheat,1972,8901,hg/ha,Yield
170,Peru,Wheat,1973,9011,hg/ha,Yield
170,Peru,Wheat,1974,9241,hg/ha,Yield
170,Peru,Wheat,1975,9453,hg/ha,Yield
170,Peru,Wheat,1976,9520,hg/ha,Yield
170,Peru,Wheat,1977,10023,hg/ha,Yield
170,Peru,Wheat,1978,10076,hg/ha,Yield
170,Peru,Wheat,1979,10606,hg/ha,Yield
170,Peru,Wheat,1980,9394,hg/ha,Yield
170,Peru,Wheat,1981,10225,hg/ha,Yield
170,Peru,Wheat,1982,10597,hg/ha,Yield
170,Peru,Wheat,1983,9474,hg/ha,Yield
170,Peru,Wheat,1984,10300,hg/ha,Yield
170,Peru,Wheat,1985,11388,hg/ha,Yield
170,Peru,Wheat,1986,12362,hg/ha,Yield
170,Peru,Wheat,1987,12758,hg/ha,Yield
170,Peru,Wheat,1988,13228,hg/ha,Yield
170,Peru,Wheat,1989,13551,hg/ha,Yield
170,Peru,Wheat,1990,10847,hg/ha,Yield
170,Peru,Wheat,1991,8553,hg/ha,Yield
170,Peru,Wheat,1992,13304,hg/ha,Yield
170,Peru,Wheat,1993,14812,hg/ha,Yield
170,Peru,Wheat,1994,12420,hg/ha,Yield
170,Peru,Wheat,1995,12643,hg/ha,Yield
170,Peru,Wheat,1996,12499,hg/ha,Yield
170,Peru,Wheat,1997,11150,hg/ha,Yield
170,Peru,Wheat,1998,11648,hg/ha,Yield
170,Peru,Wheat,1999,12877,hg/ha,Yield
170,Peru,Wheat,2000,12797,hg/ha,Yield
170,Peru,Wheat,2001,12465,hg/ha,Yield
170,Peru,Wheat,2002,13456,hg/ha,Yield
170,Peru,Wheat,2003,13779,hg/ha,Yield
170,Peru,Wheat,2004,13872,hg/ha,Yield
170,Peru,Wheat,2005,13440,hg/ha,Yield
170,Peru,Wheat,2006,13360,hg/ha,Yield
170,Peru,Wheat,2007,12562,hg/ha,Yield
170,Peru,Wheat,2008,13839,hg/ha,Yield
170,Peru,Wheat,2009,14315,hg/ha,Yield
170,Peru,Wheat,2010,14224,hg/ha,Yield
170,Peru,Wheat,2011,14719,hg/ha,Yield
170,Peru,Wheat,2012,14891,hg/ha,Yield
170,Peru,Wheat,2013,14976,hg/ha,Yield
170,Peru,Wheat,2014,15554,hg/ha,Yield
170,Peru,Wheat,2015,15529,hg/ha,Yield
170,Peru,Wheat,2016,15027,hg/ha,Yield
170,Peru,Wheat,2017,15050,hg/ha,Yield
170,Peru,Wheat,2018,15397,hg/ha,Yield
170,Peru,Wheat,2019,15540,hg/ha,Yield
234,Uruguay,Barley,1961,6121,hg/ha,Yield
234,Uruguay,Barley,1962,8724,hg/ha,Yield
234,Uruguay,Barley,1963,3909,hg/ha,Yield
234,Uruguay,Barley,1964,10180,hg/ha,Yield
234,Uruguay,Barley,1965,9835,hg/ha,Yield
234,Uruguay,Barley,1966,6534,hg/ha,Yield
234,Uruguay,Barley,1967,4537,hg/ha,Yield
234,Uruguay,Barley,1968,12148,hg/ha,Yield
234,Uruguay,Barley,1969,10942,hg/ha,Yield
234,Uruguay,Barley,1970,10974,hg/ha,Yield
234,Uruguay,Barley,1971,6105,hg/ha,Yield
234,Uruguay,Barley,1972,9243,hg/ha,Yield
234,Uruguay,Barley,1973,9073,hg/ha,Yield
234,Uruguay,Barley,1974,12650,hg/ha,Yield
234,Uruguay,Barley,1975,7546,hg/ha,Yield
234,Uruguay,Barley,1976,12237,hg/ha,Yield
234,Uruguay,Barley,1977,8815,hg/ha,Yield
234,Uruguay,Barley,1978,10083,hg/ha,Yield
234,Uruguay,Barley,1979,15907,hg/ha,Yield
234,Uruguay,Barley,1980,15226,hg/ha,Yield
234,Uruguay,Barley,1981,13620,hg/ha,Yield
234,Uruguay,Barley,1982,17407,hg/ha,Yield
234,Uruguay,Barley,1983,15994,hg/ha,Yield
234,Uruguay,Barley,1984,16757,hg/ha,Yield
234,Uruguay,Barley,1985,12391,hg/ha,Yield
234,Uruguay,Barley,1986,12351,hg/ha,Yield
234,Uruguay,Barley,1987,20142,hg/ha,Yield
234,Uruguay,Barley,1988,24661,hg/ha,Yield
234,Uruguay,Barley,1989,22350,hg/ha,Yield
234,Uruguay,Barley,1990,18803,hg/ha,Yield
234,Uruguay,Barley,1991,16796,hg/ha,Yield
234,Uruguay,Barley,1992,24663,hg/ha,Yield
234,Uruguay,Barley,1993,14655,hg/ha,Yield
234,Uruguay,Barley,1994,24249,hg/ha,Yield
234,Uruguay,Barley,1995,25134,hg/ha,Yield
234,Uruguay,Barley,1996,23313,hg/ha,Yield
234,Uruguay,Barley,1997,16703,hg/ha,Yield
234,Uruguay,Barley,1998,26923,hg/ha,Yield
234,Uruguay,Barley,1999,20219,hg/ha,Yield
234,Uruguay,Barley,2000,24142,hg/ha,Yield
234,Uruguay,Barley,2001,9124,hg/ha,Yield
234,Uruguay,Barley,2002,21144,hg/ha,Yield
234,Uruguay,Barley,2003,27502,hg/ha,Yield
234,Uruguay,Barley,2004,29758,hg/ha,Yield
234,Uruguay,Barley,2005,31024,hg/ha,Yield
234,Uruguay,Barley,2006,33890,hg/ha,Yield
234,Uruguay,Barley,2007,22446,hg/ha,Yield
234,Uruguay,Barley,2008,31524,hg/ha,Yield
234,Uruguay,Barley,2009,33013,hg/ha,Yield
234,Uruguay,Barley,2010,30113,hg/ha,Yield
234,Uruguay,Barley,2011,31252,hg/ha,Yield
234,Uruguay,Barley,2012,18755,hg/ha,Yield
234,Uruguay,Barley,2013,20131,hg/ha,Yield
234,Uruguay,Barley,2014,35104,hg/ha,Yield
234,Uruguay,Barley,2015,24442,hg/ha,Yield
234,Uruguay,Barley,2016,38274,hg/ha,Yield
234,Uruguay,Barley,2017,35684,hg/ha,Yield
234,Uruguay,Barley,2018,25163,hg/ha,Yield
234,Uruguay,Barley,2019,38123,hg/ha,Yield
234,Uruguay,Sorghum,1961,20000,hg/ha,Yield
234,Uruguay,Sorghum,1962,15000,hg/ha,Yield
234,Uruguay,Sorghum,1963,5000,hg/ha,Yield
234,Uruguay,Sorghum,1964,5000,hg/ha,Yield
234,Uruguay,Sorghum,1965,5014,hg/ha,Yield
234,Uruguay,Sorghum,1966,4117,hg/ha,Yield
234,Uruguay,Sorghum,1967,8709,hg/ha,Yield
234,Uruguay,Sorghum,1968,7780,hg/ha,Yield
234,Uruguay,Sorghum,1969,12451,hg/ha,Yield
234,Uruguay,Sorghum,1970,11438,hg/ha,Yield
234,Uruguay,Sorghum,1971,13363,hg/ha,Yield
234,Uruguay,Sorghum,1972,13482,hg/ha,Yield
234,Uruguay,Sorghum,1973,19953,hg/ha,Yield
234,Uruguay,Sorghum,1974,19238,hg/ha,Yield
234,Uruguay,Sorghum,1975,14295,hg/ha,Yield
234,Uruguay,Sorghum,1976,21907,hg/ha,Yield
234,Uruguay,Sorghum,1977,17045,hg/ha,Yield
234,Uruguay,Sorghum,1978,20604,hg/ha,Yield
234,Uruguay,Sorghum,1979,12341,hg/ha,Yield
234,Uruguay,Sorghum,1980,16922,hg/ha,Yield
234,Uruguay,Sorghum,1981,26965,hg/ha,Yield
234,Uruguay,Sorghum,1982,21743,hg/ha,Yield
234,Uruguay,Sorghum,1983,19089,hg/ha,Yield
234,Uruguay,Sorghum,1984,25507,hg/ha,Yield
234,Uruguay,Sorghum,1985,20796,hg/ha,Yield
234,Uruguay,Sorghum,1986,26085,hg/ha,Yield
234,Uruguay,Sorghum,1987,29410,hg/ha,Yield
234,Uruguay,Sorghum,1988,27060,hg/ha,Yield
234,Uruguay,Sorghum,1989,20690,hg/ha,Yield
234,Uruguay,Sorghum,1990,22680,hg/ha,Yield
234,Uruguay,Sorghum,1991,31718,hg/ha,Yield
234,Uruguay,Sorghum,1992,28877,hg/ha,Yield
234,Uruguay,Sorghum,1993,31952,hg/ha,Yield
234,Uruguay,Sorghum,1994,27997,hg/ha,Yield
234,Uruguay,Sorghum,1995,31881,hg/ha,Yield
234,Uruguay,Sorghum,1996,30391,hg/ha,Yield
234,Uruguay,Sorghum,1997,33428,hg/ha,Yield
234,Uruguay,Sorghum,1998,33616,hg/ha,Yield
234,Uruguay,Sorghum,1999,35724,hg/ha,Yield
234,Uruguay,Sorghum,2000,16048,hg/ha,Yield
234,Uruguay,Sorghum,2001,40630,hg/ha,Yield
234,Uruguay,Sorghum,2002,32075,hg/ha,Yield
234,Uruguay,Sorghum,2003,40602,hg/ha,Yield
234,Uruguay,Sorghum,2004,38760,hg/ha,Yield
234,Uruguay,Sorghum,2005,44579,hg/ha,Yield
234,Uruguay,Sorghum,2006,38797,hg/ha,Yield
234,Uruguay,Sorghum,2007,38000,hg/ha,Yield
234,Uruguay,Sorghum,2008,40106,hg/ha,Yield
234,Uruguay,Sorghum,2009,47606,hg/ha,Yield
234,Uruguay,Sorghum,2010,39093,hg/ha,Yield
234,Uruguay,Sorghum,2011,39299,hg/ha,Yield
234,Uruguay,Sorghum,2012,42273,hg/ha,Yield
234,Uruguay,Sorghum,2013,42653,hg/ha,Yield
234,Uruguay,Sorghum,2014,40146,hg/ha,Yield
234,Uruguay,Sorghum,2015,40247,hg/ha,Yield
234,Uruguay,Sorghum,2016,35522,hg/ha,Yield
234,Uruguay,Sorghum,2017,45532,hg/ha,Yield
234,Uruguay,Sorghum,2018,26389,hg/ha,Yield
234,Uruguay,Sorghum,2019,45313,hg/ha,Yield
234,Uruguay,Wheat,1961,8523,hg/ha,Yield
234,Uruguay,Wheat,1962,11289,hg/ha,Yield
234,Uruguay,Wheat,1963,6683,hg/ha,Yield
234,Uruguay,Wheat,1964,12252,hg/ha,Yield
234,Uruguay,Wheat,1965,11342,hg/ha,Yield
234,Uruguay,Wheat,1966,8662,hg/ha,Yield
234,Uruguay,Wheat,1967,6475,hg/ha,Yield
234,Uruguay,Wheat,1968,8829,hg/ha,Yield
234,Uruguay,Wheat,1969,9921,hg/ha,Yield
234,Uruguay,Wheat,1970,11533,hg/ha,Yield
234,Uruguay,Wheat,1971,8881,hg/ha,Yield
234,Uruguay,Wheat,1972,10083,hg/ha,Yield
234,Uruguay,Wheat,1973,10482,hg/ha,Yield
234,Uruguay,Wheat,1974,12253,hg/ha,Yield
234,Uruguay,Wheat,1975,9999,hg/ha,Yield
234,Uruguay,Wheat,1976,9938,hg/ha,Yield
234,Uruguay,Wheat,1977,5390,hg/ha,Yield
234,Uruguay,Wheat,1978,7952,hg/ha,Yield
234,Uruguay,Wheat,1979,13623,hg/ha,Yield
234,Uruguay,Wheat,1980,13485,hg/ha,Yield
234,Uruguay,Wheat,1981,13107,hg/ha,Yield
234,Uruguay,Wheat,1982,15231,hg/ha,Yield
234,Uruguay,Wheat,1983,16565,hg/ha,Yield
234,Uruguay,Wheat,1984,15436,hg/ha,Yield
234,Uruguay,Wheat,1985,11627,hg/ha,Yield
234,Uruguay,Wheat,1986,12430,hg/ha,Yield
234,Uruguay,Wheat,1987,18425,hg/ha,Yield
234,Uruguay,Wheat,1988,23410,hg/ha,Yield
234,Uruguay,Wheat,1989,23920,hg/ha,Yield
234,Uruguay,Wheat,1990,18510,hg/ha,Yield
234,Uruguay,Wheat,1991,16135,hg/ha,Yield
234,Uruguay,Wheat,1992,23035,hg/ha,Yield
234,Uruguay,Wheat,1993,16018,hg/ha,Yield
234,Uruguay,Wheat,1994,25653,hg/ha,Yield
234,Uruguay,Wheat,1995,23359,hg/ha,Yield
234,Uruguay,Wheat,1996,25957,hg/ha,Yield
234,Uruguay,Wheat,1997,19843,hg/ha,Yield
234,Uruguay,Wheat,1998,28929,hg/ha,Yield
234,Uruguay,Wheat,1999,19537,hg/ha,Yield
234,Uruguay,Wheat,2000,25344,hg/ha,Yield
234,Uruguay,Wheat,2001,11488,hg/ha,Yield
234,Uruguay,Wheat,2002,20000,hg/ha,Yield
234,Uruguay,Wheat,2003,15011,hg/ha,Yield
234,Uruguay,Wheat,2004,27698,hg/ha,Yield
234,Uruguay,Wheat,2005,29704,hg/ha,Yield
234,Uruguay,Wheat,2006,29583,hg/ha,Yield
234,Uruguay,Wheat,2007,31603,hg/ha,Yield
234,Uruguay,Wheat,2008,28420,hg/ha,Yield
234,Uruguay,Wheat,2009,28560,hg/ha,Yield
234,Uruguay,Wheat,2010,33583,hg/ha,Yield
234,Uruguay,Wheat,2011,32196,hg/ha,Yield
234,Uruguay,Wheat,2012,33979,hg/ha,Yield
234,Uruguay,Wheat,2013,21822,hg/ha,Yield
234,Uruguay,Wheat,2014,33177,hg/ha,Yield
234,Uruguay,Wheat,2015,26967,hg/ha,Yield
234,Uruguay,Wheat,2016,36082,hg/ha,Yield
234,Uruguay,Wheat,2017,35209,hg/ha,Yield
234,Uruguay,Wheat,2018,22798,hg/ha,Yield
234,Uruguay,Wheat,2019,36673,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,1964,22284,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,1965,21308,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,1966,23196,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,1967,23107,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,1968,23564,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,1969,10256,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,1970,22112,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,1971,9857,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,1972,14146,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,1973,14184,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,1974,11992,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,1975,15997,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,1976,17182,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,1977,17937,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,1978,18323,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,1979,16410,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,1980,16642,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,1981,15117,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,1982,17135,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,1983,18500,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,1984,19802,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,1985,19289,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,1986,19852,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,1987,19918,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,1988,20900,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,1989,20630,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,1990,21410,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,1991,22089,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,1992,22310,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,1993,22509,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,1994,20701,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,1995,22650,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,1996,21640,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,1997,22696,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,1998,24555,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,1999,23281,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,2000,20284,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,2001,20879,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,2002,22624,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,2003,20333,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,2004,21100,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,2005,21419,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,2006,22803,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,2007,23046,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,2008,19840,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,2009,19717,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,2010,18614,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,2011,17276,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,2012,22011,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,2013,23213,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,2014,21482,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,2015,21353,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,2016,22488,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Sorghum,2017,14350,hg/ha,Yield
